Line 721: Gene NCU10018.7 not found
Line 731: Gene NCU10368.7 not found
Line 755: Gene NCU11431.7 not found
Line 756: Gene NCU11480.7 not found
Line 757: Gene NCU11508.7 not found
Line 758: Gene NCU11531.7 not found
Line 759: Gene NCU11534.7 not found
Line 760: Gene NCU11571.7 not found
Line 761: Gene NCU11598.7 not found
Line 762: Gene NCU11621.7 not found
Line 763: Gene NCU11624.7 not found
Line 764: Gene NCU11626.7 not found
Line 765: Gene NCU11676.7 not found
Line 766: Gene NCU11684.7 not found
Line 767: Gene NCU11686.7 not found
Line 768: Gene NCU11700.7 not found
Line 769: Gene NCU11738.7 not found
Line 770: Gene NCU11749.7 not found
Line 771: Gene NCU11783.7 not found
Line 772: Gene NCU11938.7 not found
Line 773: Gene NCU11962.7 not found
Line 774: Gene NCU11975.7 not found
Line 775: Gene NCU11986.7 not found
Line 776: Gene NCU12014.7 not found
Line 779: Gene NCU12029.7 not found
Line 781: Gene NCU12059.7 not found
Line 782: Gene NCU12060.7 not found
Line 783: Gene NCU12073.7 not found
Line 784: Gene NCU12074.7 not found
Line 785: Gene NCU12134.7 not found
Line 1388: Gene NCU11431.7 not found
Line 1389: Gene NCU11480.7 not found
Line 1390: Gene NCU11508.7 not found
Line 1391: Gene NCU11531.7 not found
Line 1392: Gene NCU11624.7 not found
Line 1393: Gene NCU11676.7 not found
Line 1394: Gene NCU11684.7 not found
Line 1395: Gene NCU11686.7 not found
Line 1396: Gene NCU11700.7 not found
Line 1397: Gene NCU11733.7 not found
Line 1398: Gene NCU11749.7 not found
Line 1399: Gene NCU11759.7 not found
Line 1400: Gene NCU11843.7 not found
Line 1401: Gene NCU11858.7 not found
Line 1402: Gene NCU11922.7 not found
Line 1403: Gene NCU11938.7 not found
Line 1404: Gene NCU11949.7 not found
Line 1405: Gene NCU11975.7 not found
Line 1406: Gene NCU12014.7 not found
Line 1412: Gene NCU12073.7 not found
Line 1413: Gene NCU12074.7 not found
Line 1414: Gene NCU12083.7 not found
Line 1416: Gene NCU12134.7 not found
Line 455: Gene NCU10240.7 not found
Line 463: Gene NCU11090.7 not found
Line 473: Gene NCU11502.7 not found
Line 474: Gene NCU11510.7 not found
Line 475: Gene NCU11512.7 not found
Line 476: Gene NCU11529.7 not found
Line 477: Gene NCU11547.7 not found
Line 478: Gene NCU11548.7 not found
Line 479: Gene NCU11564.7 not found
Line 480: Gene NCU11610.7 not found
Line 481: Gene NCU11618.7 not found
Line 482: Gene NCU11695.7 not found
Line 483: Gene NCU11705.7 not found
Line 484: Gene NCU11751.7 not found
Line 485: Gene NCU11768.7 not found
Line 486: Gene NCU11805.7 not found
Line 487: Gene NCU11844.7 not found
Line 488: Gene NCU11870.7 not found
Line 489: Gene NCU11871.7 not found
Line 490: Gene NCU11932.7 not found
Line 491: Gene NCU11940.7 not found
Line 492: Gene NCU11960.7 not found
Line 493: Gene NCU11979.7 not found
Line 495: Gene NCU12116.7 not found
Line 496: Gene NCU12129.7 not found
Line 497: Gene NCU12147.7 not found
Line 925: Gene NCU07571.7 not found
Line 1032: Gene NCU10240.7 not found
Line 1054: Gene NCU11483.7 not found
Line 1055: Gene NCU11510.7 not found
Line 1056: Gene NCU11514.7 not found
Line 1057: Gene NCU11534.7 not found
Line 1058: Gene NCU11554.7 not found
Line 1059: Gene NCU11564.7 not found
Line 1060: Gene NCU11649.7 not found
Line 1061: Gene NCU11676.7 not found
Line 1062: Gene NCU11711.7 not found
Line 1063: Gene NCU11745.7 not found
Line 1064: Gene NCU11747.7 not found
Line 1065: Gene NCU11750.7 not found
Line 1066: Gene NCU11819.7 not found
Line 1067: Gene NCU11853.7 not found
Line 1068: Gene NCU11873.7 not found
Line 1069: Gene NCU11932.7 not found
Line 1070: Gene NCU11933.7 not found
Line 1071: Gene NCU11934.7 not found
Line 1072: Gene NCU12129.7 not found
Line 1754: Gene NCU02777.7 not found
Line 2796: Gene NCU07571.7 not found
Line 3218: Gene NCU10018.7 not found
Line 3233: Gene NCU10240.7 not found
Line 3254: Gene NCU10680.7 not found
Line 3299: Gene NCU11435.7 not found
Line 3300: Gene NCU11442.7 not found
Line 3301: Gene NCU11444.7 not found
Line 3302: Gene NCU11458.7 not found
Line 3303: Gene NCU11469.7 not found
Line 3304: Gene NCU11475.7 not found
Line 3305: Gene NCU11482.7 not found
Line 3306: Gene NCU11483.7 not found
Line 3307: Gene NCU11492.7 not found
Line 3308: Gene NCU11493.7 not found
Line 3309: Gene NCU11502.7 not found
Line 3310: Gene NCU11510.7 not found
Line 3311: Gene NCU11514.7 not found
Line 3312: Gene NCU11529.7 not found
Line 3313: Gene NCU11547.7 not found
Line 3314: Gene NCU11552.7 not found
Line 3315: Gene NCU11564.7 not found
Line 3316: Gene NCU11574.7 not found
Line 3317: Gene NCU11601.7 not found
Line 3318: Gene NCU11602.7 not found
Line 3319: Gene NCU11610.7 not found
Line 3320: Gene NCU11618.7 not found
Line 3321: Gene NCU11619.7 not found
Line 3322: Gene NCU11620.7 not found
Line 3323: Gene NCU11623.7 not found
Line 3324: Gene NCU11649.7 not found
Line 3325: Gene NCU11660.7 not found
Line 3326: Gene NCU11674.7 not found
Line 3327: Gene NCU11676.7 not found
Line 3328: Gene NCU11680.7 not found
Line 3329: Gene NCU11694.7 not found
Line 3330: Gene NCU11695.7 not found
Line 3331: Gene NCU11711.7 not found
Line 3332: Gene NCU11717.7 not found
Line 3333: Gene NCU11745.7 not found
Line 3334: Gene NCU11748.7 not found
Line 3335: Gene NCU11749.7 not found
Line 3336: Gene NCU11750.7 not found
Line 3337: Gene NCU11761.7 not found
Line 3338: Gene NCU11764.7 not found
Line 3339: Gene NCU11768.7 not found
Line 3340: Gene NCU11773.7 not found
Line 3341: Gene NCU11787.7 not found
Line 3342: Gene NCU11802.7 not found
Line 3343: Gene NCU11808.7 not found
Line 3344: Gene NCU11816.7 not found
Line 3345: Gene NCU11843.7 not found
Line 3346: Gene NCU11844.7 not found
Line 3347: Gene NCU11853.7 not found
Line 3348: Gene NCU11855.7 not found
Line 3349: Gene NCU11856.7 not found
Line 3350: Gene NCU11857.7 not found
Line 3351: Gene NCU11871.7 not found
Line 3352: Gene NCU11873.7 not found
Line 3353: Gene NCU11876.7 not found
Line 3354: Gene NCU11880.7 not found
Line 3355: Gene NCU11908.7 not found
Line 3356: Gene NCU11913.7 not found
Line 3357: Gene NCU11920.7 not found
Line 3358: Gene NCU11924.7 not found
Line 3359: Gene NCU11932.7 not found
Line 3360: Gene NCU11933.7 not found
Line 3361: Gene NCU11934.7 not found
Line 3362: Gene NCU11936.7 not found
Line 3363: Gene NCU11960.7 not found
Line 3364: Gene NCU11995.7 not found
Line 3365: Gene NCU11999.7 not found
Line 3366: Gene NCU12004.7 not found
Line 3367: Gene NCU12005.7 not found
Line 3368: Gene NCU12007.7 not found
Line 3369: Gene NCU12013.7 not found
Line 3371: Gene NCU12049.7 not found
Line 3372: Gene NCU12063.7 not found
Line 3373: Gene NCU12080.7 not found
Line 3374: Gene NCU12081.7 not found
Line 3375: Gene NCU12082.7 not found
Line 3376: Gene NCU12083.7 not found
Line 3377: Gene NCU12090.7 not found
Line 3380: Gene NCU12108.7 not found
Line 3381: Gene NCU12116.7 not found
Line 3382: Gene NCU12118.7 not found
Line 3383: Gene NCU12124.7 not found
Line 3384: Gene NCU12129.7 not found
Line 3387: Gene NCU12133.7 not found
Line 138: Gene NCU02447.7 not found
Line 213: Gene NCU03958.7 not found
Line 214: Gene NCU03958.7 not found
Line 257: Gene NCU04562.7 not found
Line 269: Gene NCU04820.7 not found
Line 302: Gene NCU05408.7 not found
Line 308: Gene NCU05497.7 not found
Line 309: Gene NCU05497.7 not found
Line 585: Gene NCU10941.7 not found
Line 586: Gene NCU10941.7 not found
Line 587: Gene NCU10970.7 not found
Line 588: Gene NCU11304.7 not found
Line 589: Gene NCU20022.7 not found
Line 590: Gene NCU20022.7 not found
Line 591: Gene NCU20039.7 not found
Line 592: Gene NCU20048.7 not found
Line 593: Gene NCU20061.7 not found
Line 594: Gene NCU20078.7 not found
Line 595: Gene NCU20085.7 not found
Line 596: Gene NCU20224.7 not found
Line 597: Gene NCU20226.7 not found
Line 598: Gene NCU20243.7 not found
Line 599: Gene NCU20244.7 not found
Line 600: Gene NCU20254.7 not found
Line 601: Gene NCU20294.7 not found
Line 602: Gene NCU20301.7 not found
Line 603: Gene NCU20312.7 not found
Line 604: Gene NCU20329.7 not found
Line 605: Gene NCU20341.7 not found
Line 606: Gene NCU20352.7 not found
Line 607: Gene NCU20549.7 not found
Line 608: Gene NCU20587.7 not found
Line 609: Gene NCU20590.7 not found
Line 610: Gene NCU20609.7 not found
Line 611: Gene NCU20609.7 not found
Line 612: Gene NCU20632.7 not found
Line 613: Gene NCU20689.7 not found
Line 614: Gene NCU20699.7 not found
Line 615: Gene NCU20721.7 not found
Line 616: Gene NCU20852.7 not found
