NCU02713.7	NCU00026.7	-
NCU02713.7	NCU00026.7	-
NCU02713.7	NCU00027.7	-
NCU02713.7	NCU00030.7	-
NCU02713.7	NCU00034.7	-
NCU02713.7	NCU00045.7	-
NCU02713.7	NCU00046.7	-
NCU02713.7	NCU00065.7	-
NCU02713.7	NCU00065.7	-
NCU02713.7	NCU00079.7	-
NCU02713.7	NCU00087.7	-
NCU02713.7	NCU00089.7	-
NCU02713.7	NCU00089.7	-
NCU02713.7	NCU00102.7	-
NCU02713.7	NCU00105.7	-
NCU02713.7	NCU00121.7	-
NCU02713.7	NCU00125.7	-
NCU02713.7	NCU00142.7	-
NCU02713.7	NCU00151.7	-
NCU02713.7	NCU00160.7	-
NCU02713.7	NCU00172.7	-
NCU02713.7	NCU00194.7	-
NCU02713.7	NCU00198.7	-
NCU02713.7	NCU00207.7	-
NCU02713.7	NCU00212.7	-
NCU02713.7	NCU00220.7	-
NCU02713.7	NCU00227.7	-
NCU02713.7	NCU00227.7	-
NCU02713.7	NCU00240.7	-
NCU02713.7	NCU00241.7	-
NCU02713.7	NCU00241.7	-
NCU02713.7	NCU00244.7	-
NCU02713.7	NCU00244.7	-
NCU02713.7	NCU00248.7	-
NCU02713.7	NCU00251.7	-
NCU02713.7	NCU00265.7	-
NCU02713.7	NCU00282.7	-
NCU02713.7	NCU00283.7	-
NCU02713.7	NCU00285.7	-
NCU02713.7	NCU00293.7	-
NCU02713.7	NCU00301.7	-
NCU02713.7	NCU00303.7	-
NCU02713.7	NCU00304.7	-
NCU02713.7	NCU00310.7	-
NCU02713.7	NCU00315.7	-
NCU02713.7	NCU00316.7	-
NCU02713.7	NCU00335.7	-
NCU02713.7	NCU00337.7	-
NCU02713.7	NCU00348.7	-
NCU02713.7	NCU00350.7	-
NCU02713.7	NCU00350.7	-
NCU02713.7	NCU00351.7	-
NCU02713.7	NCU00352.7	-
NCU02713.7	NCU00373.7	-
NCU02713.7	NCU00377.7	-
NCU02713.7	NCU00395.7	-
NCU02713.7	NCU00399.7	-
NCU02713.7	NCU00406.7	-
NCU02713.7	NCU00406.7	-
NCU02713.7	NCU00407.7	-
NCU02713.7	NCU00419.7	-
NCU02713.7	NCU00434.7	-
NCU02713.7	NCU00435.7	-
NCU02713.7	NCU00441.7	-
NCU02713.7	NCU00443.7	-
NCU02713.7	NCU00454.7	-
NCU02713.7	NCU00456.7	-
NCU02713.7	NCU00458.7	-
NCU02713.7	NCU00464.7	-
NCU02713.7	NCU00468.7	-
NCU02713.7	NCU00473.7	-
NCU02713.7	NCU00476.7	-
NCU02713.7	NCU00481.7	-
NCU02713.7	NCU00483.7	-
NCU02713.7	NCU00484.7	-
NCU02713.7	NCU00486.7	-
NCU02713.7	NCU00504.7	-
NCU02713.7	NCU00521.7	-
NCU02713.7	NCU00536.7	-
NCU02713.7	NCU00552.7	-
NCU02713.7	NCU00553.7	-
NCU02713.7	NCU00554.7	-
NCU02713.7	NCU00559.7	-
NCU02713.7	NCU00560.7	-
NCU02713.7	NCU00569.7	-
NCU02713.7	NCU00579.7	-
NCU02713.7	NCU00582.7	-
NCU02713.7	NCU00582.7	-
NCU02713.7	NCU00595.7	-
NCU02713.7	NCU00596.7	-
NCU02713.7	NCU00632.7	-
NCU02713.7	NCU00654.7	-
NCU02713.7	NCU00670.7	-
NCU02713.7	NCU00673.7	-
NCU02713.7	NCU00684.7	-
NCU02713.7	NCU00692.7	-
NCU02713.7	NCU00696.7	-
NCU02713.7	NCU00706.7	-
NCU02713.7	NCU00713.7	-
NCU02713.7	NCU00751.7	-
NCU02713.7	NCU00777.7	-
NCU02713.7	NCU00790.7	-
NCU02713.7	NCU00798.7	-
NCU02713.7	NCU00798.7	-
NCU02713.7	NCU00805.7	-
NCU02713.7	NCU00811.7	-
NCU02713.7	NCU00811.7	-
NCU02713.7	NCU00812.7	-
NCU02713.7	NCU00821.7	-
NCU02713.7	NCU00821.7	-
NCU02713.7	NCU00821.7	-
NCU02713.7	NCU00827.7	-
NCU02713.7	NCU00827.7	-
NCU02713.7	NCU00832.7	-
NCU02713.7	NCU00846.7	-
NCU02713.7	NCU00860.7	-
NCU02713.7	NCU00870.7	-
NCU02713.7	NCU00881.7	-
NCU02713.7	NCU00886.7	-
NCU02713.7	NCU00889.7	-
NCU02713.7	NCU00899.7	-
NCU02713.7	NCU00901.7	-
NCU02713.7	NCU00903.7	-
NCU02713.7	NCU00906.7	-
NCU02713.7	NCU00911.7	-
NCU02713.7	NCU00916.7	-
NCU02713.7	NCU00925.7	-
NCU02713.7	NCU00938.7	-
NCU02713.7	NCU00938.7	-
NCU02713.7	NCU00945.7	-
NCU02713.7	NCU00951.7	-
NCU02713.7	NCU00957.7	-
NCU02713.7	NCU00979.7	-
NCU02713.7	NCU00981.7	-
NCU02713.7	NCU00985.7	-
NCU02713.7	NCU00992.7	-
NCU02713.7	NCU00992.7	-
NCU02713.7	NCU00995.7	-
NCU02713.7	NCU00999.7	-
NCU02713.7	NCU01008.7	-
NCU02713.7	NCU01016.7	-
NCU02713.7	NCU01022.7	-
NCU02713.7	NCU01063.7	-
NCU02713.7	NCU01063.7	-
NCU02713.7	NCU01065.7	-
NCU02713.7	NCU01067.7	-
NCU02713.7	NCU01068.7	-
NCU02713.7	NCU01102.7	-
NCU02713.7	NCU01136.7	-
NCU02713.7	NCU01158.7	-
NCU02713.7	NCU01165.7	-
NCU02713.7	NCU01167.7	-
NCU02713.7	NCU01171.7	-
NCU02713.7	NCU01175.7	-
NCU02713.7	NCU01176.7	-
NCU02713.7	NCU01195.7	-
NCU02713.7	NCU01203.7	-
NCU02713.7	NCU01219.7	-
NCU02713.7	NCU01220.7	-
NCU02713.7	NCU01245.7	-
NCU02713.7	NCU01256.7	-
NCU02713.7	NCU01277.7	-
NCU02713.7	NCU01289.7	-
NCU02713.7	NCU01297.7	-
NCU02713.7	NCU01301.7	-
NCU02713.7	NCU01309.7	-
NCU02713.7	NCU01312.7	-
NCU02713.7	NCU01315.7	-
NCU02713.7	NCU01331.7	-
NCU02713.7	NCU01344.7	-
NCU02713.7	NCU01353.7	-
NCU02713.7	NCU01356.7	-
NCU02713.7	NCU01360.7	-
NCU02713.7	NCU01367.7	-
NCU02713.7	NCU01370.7	-
NCU02713.7	NCU01382.7	-
NCU02713.7	NCU01382.7	-
NCU02713.7	NCU01386.7	-
NCU02713.7	NCU01391.7	-
NCU02713.7	NCU01391.7	-
NCU02713.7	NCU01393.7	-
NCU02713.7	NCU01395.7	-
NCU02713.7	NCU01395.7	-
NCU02713.7	NCU01403.7	-
NCU02713.7	NCU01418.7	-
NCU02713.7	NCU01421.7	-
NCU02713.7	NCU01422.7	-
NCU02713.7	NCU01428.7	-
NCU02713.7	NCU01428.7	-
NCU02713.7	NCU01429.7	-
NCU02713.7	NCU01443.7	-
NCU02713.7	NCU01446.7	-
NCU02713.7	NCU01456.7	-
NCU02713.7	NCU01456.7	-
NCU02713.7	NCU01457.7	-
NCU02713.7	NCU01458.7	-
NCU02713.7	NCU01478.7	-
NCU02713.7	NCU01481.7	-
NCU02713.7	NCU01483.7	-
NCU02713.7	NCU01487.7	-
NCU02713.7	NCU01488.7	-
NCU02713.7	NCU01489.7	-
NCU02713.7	NCU01489.7	-
NCU02713.7	NCU01490.7	-
NCU02713.7	NCU01498.7	-
NCU02713.7	NCU01502.7	-
NCU02713.7	NCU01503.7	-
NCU02713.7	NCU01504.7	-
NCU02713.7	NCU01524.7	-
NCU02713.7	NCU01548.7	-
NCU02713.7	NCU01568.7	-
NCU02713.7	NCU01581.7	-
NCU02713.7	NCU01595.7	-
NCU02713.7	NCU01623.7	-
NCU02713.7	NCU01638.7	-
NCU02713.7	NCU01640.7	-
NCU02713.7	NCU01652.7	-
NCU02713.7	NCU01667.7	-
NCU02713.7	NCU01669.7	-
NCU02713.7	NCU01673.7	-
NCU02713.7	NCU01675.7	-
NCU02713.7	NCU01689.7	-
NCU02713.7	NCU01697.7	-
NCU02713.7	NCU01720.7	-
NCU02713.7	NCU01724.7	-
NCU02713.7	NCU01728.7	-
NCU02713.7	NCU01741.7	-
NCU02713.7	NCU01747.7	-
NCU02713.7	NCU01747.7	-
NCU02713.7	NCU01754.7	-
NCU02713.7	NCU01769.7	-
NCU02713.7	NCU01772.7	-
NCU02713.7	NCU01789.7	-
NCU02713.7	NCU01801.7	-
NCU02713.7	NCU01814.7	-
NCU02713.7	NCU01821.7	-
NCU02713.7	NCU01824.7	-
NCU02713.7	NCU01824.7	-
NCU02713.7	NCU01826.7	-
NCU02713.7	NCU01827.7	-
NCU02713.7	NCU01839.7	-
NCU02713.7	NCU01858.7	-
NCU02713.7	NCU01882.7	-
NCU02713.7	NCU01893.7	-
NCU02713.7	NCU01898.7	-
NCU02713.7	NCU01904.7	-
NCU02713.7	NCU01927.7	-
NCU02713.7	NCU01944.7	-
NCU02713.7	NCU01968.7	-
NCU02713.7	NCU01968.7	-
NCU02713.7	NCU01969.7	-
NCU02713.7	NCU01970.7	-
NCU02713.7	NCU01971.7	-
NCU02713.7	NCU01984.7	-
NCU02713.7	NCU02009.7	-
NCU02713.7	NCU02026.7	-
NCU02713.7	NCU02031.7	-
NCU02713.7	NCU02035.7	-
NCU02713.7	NCU02035.7	-
NCU02713.7	NCU02041.7	-
NCU02713.7	NCU02046.7	-
NCU02713.7	NCU02049.7	-
NCU02713.7	NCU02051.7	-
