NCU00902.7	NCU00064.7	
NCU00902.7	NCU00099.7	
NCU00902.7	NCU00104.7	
NCU00902.7	NCU00105.7	
NCU00902.7	NCU00128.7	
NCU00902.7	NCU00152.7	
NCU00902.7	NCU00169.7	
NCU00902.7	NCU00171.7	
NCU00902.7	NCU00172.7	
NCU00902.7	NCU00203.7	
NCU00902.7	NCU00222.7	
NCU00902.7	NCU00223.7	
NCU00902.7	NCU00236.7	
NCU00902.7	NCU00243.7	
NCU00902.7	NCU00244.7	
NCU00902.7	NCU00265.7	
NCU00902.7	NCU00285.7	
NCU00902.7	NCU00326.7	
NCU00902.7	NCU00327.7	
NCU00902.7	NCU00354.7	
NCU00902.7	NCU00359.7	
NCU00902.7	NCU00401.7	
NCU00902.7	NCU00550.7	
NCU00902.7	NCU00551.7	
NCU00902.7	NCU00552.7	
NCU00902.7	NCU00582.7	
NCU00902.7	NCU00583.7	
NCU00902.7	NCU00584.7	
NCU00902.7	NCU00585.7	
NCU00902.7	NCU00586.7	
NCU00902.7	NCU00627.7	
NCU00902.7	NCU00628.7	
NCU00902.7	NCU00629.7	
NCU00902.7	NCU00644.7	
NCU00902.7	NCU00667.7	
NCU00902.7	NCU00675.7	
NCU00902.7	NCU00685.7	
NCU00902.7	NCU00687.7	
NCU00902.7	NCU00749.7	
NCU00902.7	NCU00792.7	
NCU00902.7	NCU00865.7	
NCU00902.7	NCU00866.7	
NCU00902.7	NCU00903.7	
NCU00902.7	NCU00911.7	
NCU00902.7	NCU00935.7	
NCU00902.7	NCU00938.7	
NCU00902.7	NCU00939.7	
NCU00902.7	NCU01107.7	
NCU00902.7	NCU01153.7	
NCU00902.7	NCU01197.7	
NCU00902.7	NCU01198.7	
NCU00902.7	NCU01233.7	
NCU00902.7	NCU01278.7	
NCU00902.7	NCU01297.7	
NCU00902.7	NCU01392.7	
NCU00902.7	NCU01410.7	
NCU00902.7	NCU01422.7	
NCU00902.7	NCU01423.7	
NCU00902.7	NCU01427.7	
NCU00902.7	NCU01451.7	
NCU00902.7	NCU01452.7	
NCU00902.7	NCU01640.7	
NCU00902.7	NCU01679.7	
NCU00902.7	NCU01681.7	
NCU00902.7	NCU01752.7	
NCU00902.7	NCU01754.7	
NCU00902.7	NCU01809.7	
NCU00902.7	NCU01810.7	
NCU00902.7	NCU01820.7	
NCU00902.7	NCU01830.7	
NCU00902.7	NCU01835.7	
NCU00902.7	NCU01856.7	
NCU00902.7	NCU01861.7	
NCU00902.7	NCU01871.7	
NCU00902.7	NCU01872.7	
NCU00902.7	NCU01873.7	
NCU00902.7	NCU01900.7	
NCU00902.7	NCU01911.7	
NCU00902.7	NCU01922.7	
NCU00902.7	NCU01923.7	
NCU00902.7	NCU01924.7	
NCU00902.7	NCU01977.7	
NCU00902.7	NCU01984.7	
NCU00902.7	NCU02003.7	
NCU00902.7	NCU02106.7	
NCU00902.7	NCU02133.7	
NCU00902.7	NCU02190.7	
NCU00902.7	NCU02193.7	
NCU00902.7	NCU02194.7	
NCU00902.7	NCU02204.7	
NCU00902.7	NCU02224.7	
NCU00902.7	NCU02264.7	
NCU00902.7	NCU02265.7	
NCU00902.7	NCU02275.7	
NCU00902.7	NCU02282.7	
NCU00902.7	NCU02315.7	
NCU00902.7	NCU02323.7	
NCU00902.7	NCU02355.7	
NCU00902.7	NCU02356.7	
NCU00902.7	NCU02367.7	
NCU00902.7	NCU02368.7	
NCU00902.7	NCU02534.7	
NCU00902.7	NCU02548.7	
NCU00902.7	NCU02564.7	
NCU00902.7	NCU02565.7	
NCU00902.7	NCU02568.7	
NCU00902.7	NCU02609.7	
NCU00902.7	NCU02629.7	
NCU00902.7	NCU02636.7	
NCU00902.7	NCU02684.7	
NCU00902.7	NCU02713.7	
NCU00902.7	NCU02745.7	
NCU00902.7	NCU02770.7	
NCU00902.7	NCU02771.7	
NCU00902.7	NCU02793.7	
NCU00902.7	NCU02795.7	
NCU00902.7	NCU02796.7	
NCU00902.7	NCU02800.7	
NCU00902.7	NCU02801.7	
NCU00902.7	NCU02819.7	
NCU00902.7	NCU02887.7	
NCU00902.7	NCU02930.7	
NCU00902.7	NCU02932.7	
NCU00902.7	NCU02948.7	
NCU00902.7	NCU02949.7	
NCU00902.7	NCU03033.7	
NCU00902.7	NCU03034.7	
NCU00902.7	NCU03064.7	
NCU00902.7	NCU03065.7	
NCU00902.7	NCU03072.7	
NCU00902.7	NCU03092.7	
NCU00902.7	NCU03093.7	
NCU00902.7	NCU03141.7	
NCU00902.7	NCU03151.7	
NCU00902.7	NCU03152.7	
NCU00902.7	NCU03174.7	
NCU00902.7	NCU03184.7	
NCU00902.7	NCU03313.7	
NCU00902.7	NCU03322.7	
NCU00902.7	NCU03341.7	
NCU00902.7	NCU03342.7	
NCU00902.7	NCU03343.7	
NCU00902.7	NCU03368.7	
NCU00902.7	NCU03369.7	
NCU00902.7	NCU03380.7	
NCU00902.7	NCU03381.7	
NCU00902.7	NCU03398.7	
NCU00902.7	NCU03424.7	
NCU00902.7	NCU03433.7	
NCU00902.7	NCU03505.7	
NCU00902.7	NCU03520.7	
NCU00902.7	NCU03523.7	
NCU00902.7	NCU03528.7	
NCU00902.7	NCU03536.7	
NCU00902.7	NCU03537.7	
NCU00902.7	NCU03682.7	
NCU00902.7	NCU03684.7	
NCU00902.7	NCU03685.7	
NCU00902.7	NCU03704.7	
