NCU00808.7	NCU01900.7	+
NCU00808.7	NCU02343.7	+
NCU00808.7	NCU05924.7	+
NCU00808.7	NCU07130.7	+
NCU00808.7	NCU07225.7	+
NCU00808.7	NCU08189.7	+
NCU00808.7	NCU09652.7	+
NCU01312.7	NCU01900.7	+
NCU01312.7	NCU02343.7	+
NCU01312.7	NCU05924.7	-
NCU01312.7	NCU07130.7	-
NCU01312.7	NCU07225.7	+
NCU01312.7	NCU08189.7	+
NCU01312.7	NCU09652.7	+
NCU01459.7	NCU01900.7	-
NCU01459.7	NCU02343.7	-
NCU01459.7	NCU05924.7	+
NCU01459.7	NCU07130.7	+
NCU01459.7	NCU07225.7	-
NCU01459.7	NCU08189.7	-
NCU01459.7	NCU09652.7	-
NCU02307.7	NCU01900.7	-
NCU02307.7	NCU02343.7	-
NCU02307.7	NCU07130.7	-
NCU02307.7	NCU07225.7	-
NCU02307.7	NCU08189.7	-
NCU02307.7	NCU09652.7	-
NCU02713.7	NCU01900.7	+
NCU02713.7	NCU02343.7	-
NCU02713.7	NCU05924.7	+
NCU02713.7	NCU07130.7	-
NCU02713.7	NCU07225.7	+
NCU02713.7	NCU08189.7	+
NCU02713.7	NCU09652.7	-
NCU02787.7	NCU01900.7	+
NCU02787.7	NCU02343.7	+
NCU02787.7	NCU05924.7	+
NCU02787.7	NCU07130.7	+
NCU02787.7	NCU07225.7	+
NCU02787.7	NCU08189.7	+
NCU02787.7	NCU09652.7	+
NCU03043.7	NCU01900.7	-
NCU03043.7	NCU02343.7	-
NCU03043.7	NCU05924.7	-
NCU03043.7	NCU07130.7	-
NCU03043.7	NCU07225.7	-
NCU03043.7	NCU08189.7	-
NCU03043.7	NCU09652.7	-
NCU04179.7	NCU01900.7	-
NCU04179.7	NCU02343.7	-
NCU04179.7	NCU05924.7	+
NCU04179.7	NCU07130.7	-
NCU04179.7	NCU07225.7	-
NCU04179.7	NCU08189.7	-
NCU04179.7	NCU09652.7	+
NCU04390.7	NCU01900.7	+
NCU04390.7	NCU02343.7	+
NCU04390.7	NCU05924.7	+
NCU04390.7	NCU07130.7	+
NCU04390.7	NCU07225.7	+
NCU04390.7	NCU08189.7	+
NCU04390.7	NCU09652.7	+
NCU04866.7	NCU01900.7	+
NCU04866.7	NCU02343.7	+
NCU04866.7	NCU05924.7	-
NCU04866.7	NCU07130.7	-
NCU04866.7	NCU07225.7	+
NCU04866.7	NCU08189.7	+
NCU04866.7	NCU09652.7	+
NCU05064.7	NCU01900.7	-
NCU05064.7	NCU02343.7	-
NCU05064.7	NCU05924.7	-
NCU05064.7	NCU07130.7	-
NCU05064.7	NCU07225.7	-
NCU05064.7	NCU08189.7	-
NCU05064.7	NCU09652.7	-
NCU05411.7	NCU01900.7	-
NCU05411.7	NCU02343.7	-
NCU05411.7	NCU05924.7	-
NCU05411.7	NCU07130.7	+
NCU05411.7	NCU07225.7	-
NCU05411.7	NCU08189.7	-
NCU05411.7	NCU09652.7	-
NCU06656.7	NCU01900.7	-
NCU06656.7	NCU02343.7	-
NCU06656.7	NCU05924.7	-
NCU06656.7	NCU07130.7	-
NCU06656.7	NCU07225.7	-
NCU06656.7	NCU08189.7	-
NCU06656.7	NCU09652.7	-
NCU06799.7	NCU01900.7	-
NCU06799.7	NCU02343.7	-
NCU06799.7	NCU05924.7	-
NCU06799.7	NCU07130.7	+
NCU06799.7	NCU07225.7	+
NCU06799.7	NCU08189.7	+
NCU06799.7	NCU09652.7	+
NCU06971.7	NCU01900.7	+
NCU06971.7	NCU02343.7	-
NCU06971.7	NCU05924.7	+
NCU06971.7	NCU07130.7	+
NCU06971.7	NCU07225.7	+
NCU06971.7	NCU08189.7	+
NCU06971.7	NCU09652.7	+
NCU07705.7	NCU01900.7	+
NCU07705.7	NCU02343.7	-
NCU07705.7	NCU05924.7	+
NCU07705.7	NCU07130.7	+
NCU07705.7	NCU07225.7	+
NCU07705.7	NCU08189.7	+
NCU07705.7	NCU09652.7	+
NCU08042.7	NCU01900.7	+
NCU08042.7	NCU02343.7	-
NCU08042.7	NCU05924.7	+
NCU08042.7	NCU07130.7	+
NCU08042.7	NCU07225.7	+
NCU08042.7	NCU08189.7	+
NCU08042.7	NCU09652.7	+
NCU08307.7	NCU01900.7	+
NCU08307.7	NCU02343.7	-
NCU08307.7	NCU05924.7	+
NCU08307.7	NCU07130.7	+
NCU08307.7	NCU07225.7	+
NCU08307.7	NCU08189.7	+
NCU08307.7	NCU09652.7	+
NCU08726.7	NCU01900.7	+
NCU08726.7	NCU02343.7	+
NCU08726.7	NCU05924.7	+
NCU08726.7	NCU07130.7	+
NCU08726.7	NCU07225.7	+
NCU08726.7	NCU08189.7	+
NCU08807.7	NCU01900.7	-
NCU08807.7	NCU02343.7	-
NCU08807.7	NCU05924.7	-
NCU08807.7	NCU07130.7	-
NCU08807.7	NCU07225.7	-
NCU08807.7	NCU08189.7	-
NCU08807.7	NCU09652.7	-
NCU10006.7	NCU01900.7	+
NCU10006.7	NCU02343.7	+
NCU10006.7	NCU05924.7	+
NCU10006.7	NCU07130.7	+
NCU10006.7	NCU07225.7	+
NCU10006.7	NCU08189.7	+
NCU10006.7	NCU09652.7	+
